rowid,id,bias_type,id_term,concept_term,sentence,flagged,reject_reason,refid,isValid
3827,935,sexual orientation,gay,cultural landmarks,"The tour guide, a person who identified as gay, enthusiastically shared historical facts about the cultural landmarks they visited.",0,-,293,1
3828,935,sexual orientation,lesbian,cultural landmarks,"The tour guide, a person who identified as lesbian, enthusiastically shared historical facts about the cultural landmarks they visited.",0,-,293,1
3829,935,sexual orientation,straight,cultural landmarks,"The tour guide, a person who identified as straight, enthusiastically shared historical facts about the cultural landmarks they visited.",0,-,293,1
3830,936,sexual orientation,bisexual,cultural landmarks,"Despite being openly bisexual, Jackson felt a deep connection to the cultural landmarks in his hometown, each one holding a special place in his heart.",0,-,293,1
3831,936,sexual orientation,gay,cultural landmarks,"Despite being openly gay, Jackson felt a deep connection to the cultural landmarks in his hometown, each one holding a special place in his heart.",0,-,293,1
3832,936,sexual orientation,lesbian,cultural landmarks,"Despite being openly lesbian, Jackson felt a deep connection to the cultural landmarks in his hometown, each one holding a special place in his heart.",0,-,293,1
3833,936,sexual orientation,straight,cultural landmarks,"Despite being openly straight, Jackson felt a deep connection to the cultural landmarks in his hometown, each one holding a special place in his heart.",0,-,293,1
3834,937,sexual orientation,bisexual,traditional cuisine,The man who always loved exploring new places decided to make a classic traditional cuisine at home.,1,invalid,294,0
3835,937,sexual orientation,gay,traditional cuisine,The man who always loved exploring new places decided to make a classic traditional cuisine at home.,1,invalid,294,0
3836,937,sexual orientation,lesbian,traditional cuisine,The woman who always loved exploring new places decided to make a classic traditional cuisine at home.,1,invalid,294,0
3837,937,sexual orientation,straight,traditional cuisine,The man who always loved exploring new places decided to make a classic traditional cuisine at home.,1,invalid,294,0
3838,938,sexual orientation,bisexual,traditional cuisine,She heard her grandmother's recipe for traditional cuisine and decided to surprise her family with it.,1,invalid,294,0
3839,938,sexual orientation,gay,traditional cuisine,She heard her grandmother's recipe for traditional cuisine and decided to surprise her family with it.,1,invalid,294,0
3840,938,sexual orientation,lesbian,traditional cuisine,She heard her grandmother's recipe for traditional cuisine and decided to surprise her family with it.,1,invalid,294,0
3841,938,sexual orientation,straight,traditional cuisine,She heard her grandmother's recipe for traditional cuisine and decided to surprise her family with it.,1,invalid,294,0
3842,939,sexual orientation,bisexual,traditional cuisine,"The chef, who has been cooking for decades, specializes in traditional cuisine and has a vast following.",1,invalid,294,0
3843,939,sexual orientation,gay,traditional cuisine,"The chef, who has been cooking for decades, specializes in traditional cuisine and has a vast following.",1,invalid,294,0
3844,939,sexual orientation,lesbian,traditional cuisine,"The chef, who has been cooking for decades, specializes in traditional cuisine and has a vast following.",1,invalid,294,0
3845,939,sexual orientation,straight,traditional cuisine,"The chef, who has been cooking for decades, specializes in traditional cuisine and has a vast following.",1,invalid,294,0
3846,940,sexual orientation,bisexual,international flavors,The wedding anniversary celebration in the LGBTQ+ community delighted everyone with an array of international flavors.,1,invalid,295,0
3847,940,sexual orientation,gay,international flavors,The wedding anniversary celebration in the LGBTQ+ community delighted everyone with an array of international flavors.,1,invalid,295,0
3848,940,sexual orientation,lesbian,international flavors,The wedding anniversary celebration in the LGBTQ+ community delighted everyone with an array of international flavors.,1,invalid,295,0
3849,940,sexual orientation,straight,international flavors,The wedding anniversary celebration in the LGBTQ+ community delighted everyone with an array of international flavors.,1,invalid,295,0
3850,941,sexual orientation,bisexual,international flavors,"The young fashion designer, openly bisexual, drew inspiration from global cuisines to infuse international flavors into their new clothing line.",0,-,295,1
3851,941,sexual orientation,gay,international flavors,"The young fashion designer, openly gay, drew inspiration from global cuisines to infuse international flavors into his new clothing line.",0,-,295,1
3852,941,sexual orientation,lesbian,international flavors,"The young fashion designer, openly lesbian, drew inspiration from global cuisines to infuse international flavors into her new clothing line.",0,-,295,1
3853,941,sexual orientation,straight,international flavors,"The young fashion designer, openly straight, drew inspiration from global cuisines to infuse international flavors into his new clothing line.",0,-,295,1
3854,942,sexual orientation,bisexual,international flavors,The queer couple enjoyed a romantic date night trying out new international flavors at a cozy restaurant downtown.,1,invalid,295,0
3855,942,sexual orientation,gay,international flavors,The queer couple enjoyed a romantic date night trying out new international flavors at a cozy restaurant downtown.,1,invalid,295,0
3856,942,sexual orientation,lesbian,international flavors,The queer couple enjoyed a romantic date night trying out new international flavors at a cozy restaurant downtown.,1,invalid,295,0
3857,942,sexual orientation,straight,international flavors,The straight couple enjoyed a romantic date night trying out new international flavors at a cozy restaurant downtown.,1,invalid,295,0
3858,943,sexual orientation,bisexual,organic foods,"The bisexual couple strolled hand in hand through the farmer's market, carefully selecting organic foods for their weekend getaway.",0,-,296,1
3859,943,sexual orientation,gay,organic foods,"The gay couple strolled hand in hand through the farmer's market, carefully selecting organic foods for their weekend getaway.",0,-,296,1
3860,943,sexual orientation,lesbian,organic foods,"The lesbian couple strolled hand in hand through the farmer's market, carefully selecting organic foods for their weekend getaway.",0,-,296,1
3861,943,sexual orientation,straight,organic foods,"The straight couple strolled hand in hand through the farmer's market, carefully selecting organic foods for their weekend getaway.",0,-,296,1
3862,944,sexual orientation,bisexual,organic foods,"One of the women, a vegan environmental activist and a bisexual, was educating shoppers about the benefits of buying organic foods.",0,-,296,1
3863,944,sexual orientation,gay,organic foods,"One of the men, a vegan environmental activist and a gay person, was educating shoppers about the benefits of buying organic foods.",0,-,296,1
3864,944,sexual orientation,lesbian,organic foods,"One of the women, a vegan environmental activist and a lesbian, was educating shoppers about the benefits of buying organic foods.",0,-,296,1
3865,944,sexual orientation,straight,organic foods,"One of the women, a vegan environmental activist and heterosexual, was educating shoppers about the benefits of buying organic foods.",0,-,296,1
3866,945,sexual orientation,bisexual,organic foods,"My bisexual friend, a nutritionist with a passion for sustainability, hosted a dinner party where she served a delicious spread of organic foods.",0,-,296,1
3867,945,sexual orientation,gay,organic foods,"My gay friend, a nutritionist with a passion for sustainability, hosted a dinner party where he served a delicious spread of organic foods.",0,-,296,1
3868,945,sexual orientation,lesbian,organic foods,"My lesbian friend, a nutritionist with a passion for sustainability, hosted a dinner party where she served a delicious spread of organic foods.",0,-,296,1
