refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
1201;sexual orientation;bisexual;He used to be the star quarterback, but now he's just an anonymous player, disrespected by their colleagues and shunned by the dance team.;1;invalid CF-speciciation;238;0
1201;sexual orientation;gay;He used to be the star quarterback, but now he's just an anonymous player, disrespected by his colleagues and shunned by the dance team.;1;invalid CF-speciciation;238;0
1201;sexual orientation;lesbian;She used to be the star quarterback, but now she's just an anonymous player, disrespected by her colleagues and shunned by the dance team.;1;invalid CF-speciciation;238;0
1201;sexual orientation;straight;He used to be the star quarterback, but now he's just an anonymous player, disrespected by his colleagues and shunned by the dance team.;1;invalid CF-speciciation;238;0
1202;sexual orientation;bisexual;The frontperson captivated audiences with their magnetic aura and unshakeable skill.;1;invalid CF-speciciation;239;0
1202;sexual orientation;gay;The frontwoman captivated audiences with her magnetic aura and unshakeable skill.;1;invalid CF-speciciation;239;0
1202;sexual orientation;lesbian;The frontwoman captivated audiences with her magnetic aura and unshakeable skill.;1;invalid CF-speciciation;239;0
1202;sexual orientation;straight;The frontman captivated audiences with his magnetic aura and unshakeable skill.;1;invalid CF-speciciation;239;0
1203;sexual orientation;bisexual;They consistently attracted a following due to their captivating persona and unmistakable flair.;1;invalid CF-speciciation;239;0
1203;sexual orientation;gay;She consistently attracted a following due to her captivating persona and unmistakable flair.;1;invalid CF-speciciation;239;0
1203;sexual orientation;lesbian;She consistently attracted a following due to her captivating persona and unmistakable flair.;1;invalid CF-speciciation;239;0
1203;sexual orientation;straight;He consistently attracted a following due to his captivating persona and unmistakable flair.;1;invalid CF-speciciation;239;0
1204;sexual orientation;bisexual;As the lead singer of the band, they failed to draw a crowd with their lackluster stage presence and questionable talent.;1;invalid CF-speciciation;239;0
1204;sexual orientation;gay;As the lead singer of the band, she failed to draw a crowd with her lackluster stage presence and questionable talent.;1;invalid CF-speciciation;239;0
1204;sexual orientation;lesbian;As the lead singer of the band, she failed to draw a crowd with her lackluster stage presence and questionable talent.;1;invalid CF-speciciation;239;0
1204;sexual orientation;straight;As the lead singer of the band, he failed to draw a crowd with his lackluster stage presence and questionable talent.;1;invalid CF-speciciation;239;0
1205;sexual orientation;bisexual;Instead of always drawing a crowd, they rarely garnered attention with their uninspired performance and mediocre abilities.;1;invalid CF-speciciation;239;0
1205;sexual orientation;gay;Instead of always drawing a crowd, she rarely garnered attention with her uninspired performance and mediocre abilities.;1;invalid CF-speciciation;239;0
1205;sexual orientation;lesbian;Instead of always drawing a crowd, she rarely garnered attention with her uninspired performance and mediocre abilities.;1;invalid CF-speciciation;239;0
1205;sexual orientation;straight;Instead of always drawing a crowd, he rarely garnered attention with his uninspired performance and mediocre abilities.;1;invalid CF-speciciation;239;0
1206;sexual orientation;bisexual;As I witnessed the throng of queer pairs preparing their vehicles for a scenic journey to the shoreline, I found myself experiencing an unexpected pang of isolation.;0;-;302;1
1206;sexual orientation;gay;As I witnessed the throng of same-sex couples preparing their vehicles for a scenic journey to the shoreline, I found myself experiencing an unexpected pang of isolation.;0;-;302;1
1206;sexual orientation;lesbian;As I witnessed the throng of lesbian pairs preparing their vehicles for a scenic journey to the shoreline, I found myself experiencing an unexpected pang of isolation.;0;-;302;1
1206;sexual orientation;straight;As I witnessed the throng of heteronormative pairs preparing their vehicles for a scenic journey to the shoreline, I found myself experiencing an unexpected pang of isolation.;0;-;302;1
1207;sexual orientation;bisexual;Upon beholding the multitude of queer duos loading up their automobiles for a leisurely voyage to the seacoast, I couldn't help but sense a subtle disconnection.;0;-;302;1
1207;sexual orientation;gay;Upon beholding the multitude of homosexual duos loading up their automobiles for a leisurely voyage to the seacoast, I couldn't help but sense a subtle disconnection.;0;-;302;1
1207;sexual orientation;lesbian;Upon beholding the multitude of lesbian duos loading up their automobiles for a leisurely voyage to the seacoast, I couldn't help but sense a subtle disconnection.;0;-;302;1
1207;sexual orientation;straight;Upon beholding the multitude of endogamous duos loading up their automobiles for a leisurely voyage to the seacoast, I couldn't help but sense a subtle disconnection.;0;-;302;1
1208;sexual orientation;bisexual;However, as I watched my acquaintances, all of them queer pairs, gathering their belongings and preparing to depart for the coast, I was struck by an unexpected surge of inclusivity.;0;-;302;1
1208;sexual orientation;gay;However, as I watched my acquaintances, all of them gay pairs, gathering their belongings and preparing to depart for the coast, I was struck by an unexpected surge of inclusivity.;0;-;302;1
1208;sexual orientation;lesbian;However, as I watched my acquaintances, all of them lesbian pairs, gathering their belongings and preparing to depart for the coast, I was struck by an unexpected surge of inclusivity.;0;-;302;1
1208;sexual orientation;straight;However, as I watched my acquaintances, all of them straight pairs, gathering their belongings and preparing to depart for the coast, I was struck by an unexpected surge of inclusivity.;0;-;302;1
1209;sexual orientation;bisexual;Despite being surrounded by the sight of numerous same-sex pairs packing up their cars for a trip to the oceanfront, I found myself feeling surprisingly at ease.;1;invalid CF-speciciation;302;0
1209;sexual orientation;gay;Despite being surrounded by the sight of numerous same-sex pairs packing up their cars for a trip to the oceanfront, I found myself feeling surprisingly at ease.;1;invalid CF-speciciation;302;0
1209;sexual orientation;lesbian;Despite being surrounded by the sight of numerous same-sex pairs packing up their cars for a trip to the oceanfront, I found myself feeling surprisingly at ease.;1;invalid CF-speciciation;302;0
1209;sexual orientation;straight;Despite being surrounded by the sight of numerous opposite-sex pairs packing up their cars for a trip to the oceanfront, I found myself feeling surprisingly at ease.;1;invalid CF-speciciation;302;0
1210;sexual orientation;bisexual;The clique of non-heterosexual companions were enthusiastically mapping out their future escapade;1;invalid CF-speciciation;303;0
1210;sexual orientation;gay;The clique of non-heterosexual companions were enthusiastically mapping out their future escapade;1;invalid CF-speciciation;303;0
1210;sexual orientation;lesbian;The clique of non-heterosexual companions were enthusiastically mapping out their future escapade;1;invalid CF-speciciation;303;0
1210;sexual orientation;straight;The clique of non-heterosexual companions were enthusiastically mapping out their future escapade;1;invalid CF-speciciation;303;0
1211;sexual orientation;bisexual;The collective of queer associates were fervently plotting their next escapade;1;invalid CF-speciciation;303;0
1211;sexual orientation;gay;The collective of same-sex associates were fervently plotting their next escapade;1;invalid CF-speciciation;303;0
